"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Central and Southern Asia","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","20.49",""
"SDG: Landlocked Developing Countries","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","20.49",""
"SDG: Least Developed Countries","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","20.49",""
"SDG: Southern Asia","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","20.49",""
"SDG: Central and Southern Asia","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","17.34",""
"SDG: Landlocked Developing Countries","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","17.34",""
"SDG: Least Developed Countries","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","17.34",""
"SDG: Southern Asia","Afghanistan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","17.34",""
"SDG: Central and Southern Asia","Afghanistan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","12.16",""
"SDG: Landlocked Developing Countries","Afghanistan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","12.16",""
"SDG: Least Developed Countries","Afghanistan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","12.16",""
"SDG: Southern Asia","Afghanistan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","12.16",""
"SDG: Least Developed Countries","Angola","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","65.33",""
"SDG: Sub-Saharan Africa","Angola","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","65.33",""
"SDG: Least Developed Countries","Angola","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","22.35",""
"SDG: Sub-Saharan Africa","Angola","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","22.35",""
"SDG: Latin America and the Caribbean","Anguilla","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Small Island Developing States","Anguilla","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Latin America and the Caribbean","Anguilla","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Small Island Developing States","Anguilla","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Latin America and the Caribbean","Anguilla","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00",""
"SDG: Small Island Developing States","Anguilla","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00",""
"SDG: Latin America and the Caribbean","Anguilla","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Small Island Developing States","Anguilla","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","95.69",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","95.69",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","95.69",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","94.09",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","94.09",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","94.09",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","97.71",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","97.71",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","97.71",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","95.43",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","95.43",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","95.43",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2013","94.88","SOURCE:  LLECE 2013 avg G3 & G6"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","97.63",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","96.84",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","95.99",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","98.04",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","96.48",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","96.81",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","97.16",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2015","97.36",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","97.72",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2015","95.32",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","98.05",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","96.73",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2019","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2020","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2018","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2017","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2010","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2012","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2012","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2014","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2014","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2014","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2013","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2013","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2013","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2016","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2012","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2012","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2013","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2013","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2013","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2010","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2011","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2011","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2015","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2015","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2015","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2011","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2011","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2015","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2015","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2015","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2014","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2014","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2014","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2016","100.00",""
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Western Asia","Azerbaijan","4.a","4.a.1","Proportion of lower secondary schools with access to electricity (%)","2017","100.00",""
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2020","100.00",""
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
"SDG: Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to electricity (%)","2019","100.00",""
