"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","71.30",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","71.30",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","71.30",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","83.02",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","83.02",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","83.02",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","49.02",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","49.02",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","49.02",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2015","77.47","SOURCE:  TIMSS 2015 G4"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2015","77.47","SOURCE:  TIMSS 2015 G4"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","55.40",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","56.94",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2015","72.25",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","56.83",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2013","66.14","SOURCE:  LLECE 2013 avg G3 & G6"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","70.45",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","63.43",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","65.33",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","66.34",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2017","64.52",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","61.83",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2015","58.65",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","64.64",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","20.02","SOURCE:  TIMSS 2015 G4"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","20.02","SOURCE:  TIMSS 2015 G4"
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","20.02","SOURCE:  TIMSS 2015 G4"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2020","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","90.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2018","90.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2018","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","90.91",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2017","90.91",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2012","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2012","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2011","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2011","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2010","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2010","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2015","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2015","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2015","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2013","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2013","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2013","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2015","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2015","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2015","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2011","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2011","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2014","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2014","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2014","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2014","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2014","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2014","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2013","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2013","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2013","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2012","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2012","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2010","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2010","100.00",""
"SDG: Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Oceania","Australia","4.a","4.a.1","Proportion of lower secondary schools with access to computers for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe","Austria","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","68.72","SOURCE:  TIMSS 2019 G4"
"SDG: Europe and Northern America","Austria","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","68.72","SOURCE:  TIMSS 2019 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2019","68.72","SOURCE:  TIMSS 2019 G4"
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","97.83",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","97.83",""
"SDG: Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2021","97.83",""
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","94.29",""
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","2016","94.29",""
