"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe","Albania","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","67.27",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","67.27",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","67.27",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","72.27",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","72.27",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","72.27",""
"SDG: Europe","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Europe","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2017","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","64.24",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2017","53.12",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2015","37.02",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2017","56.82",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2016","38.34",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2015","54.00",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","51.15",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2016","57.82",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","57.73",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2013","36.38","SOURCE:  LLECE 2013 avg G3 & G6"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","70.89",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","68.51",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2017","39.98",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","53.74",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","42.55",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","61.45",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","56.81",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2016","53.49",""
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2015","58.34",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2021","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2019","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Western Asia","Armenia","4.a","4.a.1","Proportion of primary schools with access to Internet for pedagogical purposes (%)","2020","100.00",""
"SDG: Latin America and the Caribbean","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
"SDG: Small Island Developing States","Antigua and Barbuda","4.a","4.a.1","Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)","2018","100.00",""
