"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","17.31","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","40.54","SOURCE:  TIMSS 2019 G4"
"SDG: Europe and Northern America","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","40.54","SOURCE:  TIMSS 2019 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","40.54","SOURCE:  TIMSS 2019 G4"
"SDG: Europe","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","55.21","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","55.21","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","55.21","SOURCE:  PISA 2018"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2015","83.58","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2015","83.58","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2019","83.22","SOURCE:  TIMSS 2019 G8"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2019","83.22","SOURCE:  TIMSS 2019 G8"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","86.34","SOURCE:  PIRLS 2016"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","86.34","SOURCE:  PIRLS 2016"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2015","75.56","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2015","75.56","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2019","75.55","SOURCE:  TIMSS 2019 G8"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2019","75.55","SOURCE:  TIMSS 2019 G8"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","80.11","SOURCE:  PIRLS 2016"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","80.11","SOURCE:  PIRLS 2016"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2015","80.49","SOURCE:  TIMSS 2015 G4"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2015","80.49","SOURCE:  TIMSS 2015 G4"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2016","32.50","SOURCE:  Global School-based Student Health Survey (GSHS)"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2016","32.50","SOURCE:  Global School-based Student Health Survey (GSHS)"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","82.46","SOURCE:  TIMSS 2019 G4"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","82.46","SOURCE:  TIMSS 2019 G4"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","51.59","SOURCE:  PISA 2018"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","51.59","SOURCE:  PISA 2018"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2015","86.24","SOURCE:  TIMSS 2015 G4"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2015","86.24","SOURCE:  TIMSS 2015 G4"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2016","21.80","SOURCE:  Global School-based Student Health Survey (GSHS)"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2016","21.80","SOURCE:  Global School-based Student Health Survey (GSHS)"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","68.01","SOURCE:  PISA 2018"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","68.01","SOURCE:  PISA 2018"
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","74.03","SOURCE:  TIMSS 2019 G4"
"SDG: Western Asia","United Arab Emirates","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","74.03","SOURCE:  TIMSS 2019 G4"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2012","24.80","SOURCE:  Global School-based Student Health Survey (GSHS)"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2013","46.21","SOURCE:  LLECE 2013 G6"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","60.56","SOURCE:  PISA 2018"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","64.38","SOURCE:  PISA 2018"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2013","49.45","SOURCE:  LLECE 2013 G6"
"SDG: Latin America and the Caribbean","Argentina","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2012","24.20","SOURCE:  Global School-based Student Health Survey (GSHS)"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2014","11.10","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2014","11.10","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2014","11.10","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","6.69","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","6.69","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","6.69","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2016","39.35","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2016","39.35","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2016","39.35","SOURCE:  TIMSS 2015 G8"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","33.77","SOURCE:  TIMSS 2015 G4"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","33.77","SOURCE:  TIMSS 2015 G4"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","33.77","SOURCE:  TIMSS 2015 G4"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2016","40.58","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2016","40.58","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2016","40.58","SOURCE:  TIMSS 2015 G8"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","45.85","SOURCE:  TIMSS 2019 G4"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","45.85","SOURCE:  TIMSS 2019 G4"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","45.85","SOURCE:  TIMSS 2019 G4"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","44.71","SOURCE:  TIMSS 2015 G4"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","44.71","SOURCE:  TIMSS 2015 G4"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","44.71","SOURCE:  TIMSS 2015 G4"
"SDG: Landlocked Developing Countries","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","33.17","SOURCE:  TIMSS 2019 G4"
"SDG: Northern Africa and Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","33.17","SOURCE:  TIMSS 2019 G4"
"SDG: Western Asia","Armenia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","33.17","SOURCE:  TIMSS 2019 G4"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","87.68","SOURCE:  PIRLS 2016"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","87.68","SOURCE:  PIRLS 2016"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","87.68","SOURCE:  PIRLS 2016"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","87.47","SOURCE:  TIMSS 2019 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","87.47","SOURCE:  TIMSS 2019 G4"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","87.47","SOURCE:  TIMSS 2019 G4"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2019","83.70","SOURCE:  TIMSS 2019 G8"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2019","83.70","SOURCE:  TIMSS 2019 G8"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2019","83.70","SOURCE:  TIMSS 2019 G8"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","60.52","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","60.52","SOURCE:  PISA 2018"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","60.52","SOURCE:  PISA 2018"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2019","86.46","SOURCE:  TIMSS 2019 G8"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2019","86.46","SOURCE:  TIMSS 2019 G8"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2019","86.46","SOURCE:  TIMSS 2019 G8"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2015","81.84","SOURCE:  TIMSS 2015 G8"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2015","81.84","SOURCE:  TIMSS 2015 G8"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2015","81.84","SOURCE:  TIMSS 2015 G8"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","87.82","SOURCE:  TIMSS 2019 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","87.82","SOURCE:  TIMSS 2019 G4"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","87.82","SOURCE:  TIMSS 2019 G4"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2015","86.90","SOURCE:  TIMSS 2015 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2015","86.90","SOURCE:  TIMSS 2015 G4"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2015","86.90","SOURCE:  TIMSS 2015 G4"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2015","88.14","SOURCE:  TIMSS 2015 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2015","88.14","SOURCE:  TIMSS 2015 G4"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2015","88.14","SOURCE:  TIMSS 2015 G4"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","85.45","SOURCE:  PIRLS 2016"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","85.45","SOURCE:  PIRLS 2016"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","85.45","SOURCE:  PIRLS 2016"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2015","82.42","SOURCE:  TIMSS 2015 G8"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2015","82.42","SOURCE:  TIMSS 2015 G8"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2015","82.42","SOURCE:  TIMSS 2015 G8"
"SDG: Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","65.80","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","65.80","SOURCE:  PISA 2018"
"SDG: Oceania","Australia","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","65.80","SOURCE:  PISA 2018"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","69.89","SOURCE:  TIMSS 2019 G4"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","69.89","SOURCE:  TIMSS 2019 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2019","69.89","SOURCE:  TIMSS 2019 G4"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","72.46","SOURCE:  PIRLS 2016"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","72.46","SOURCE:  PIRLS 2016"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","72.46","SOURCE:  PIRLS 2016"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","48.78","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","48.78","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2018","48.78","SOURCE:  PISA 2018"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","57.56","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","57.56","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2018","57.56","SOURCE:  PISA 2018"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","76.55","SOURCE:  TIMSS 2019 G4"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","76.55","SOURCE:  TIMSS 2019 G4"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","76.55","SOURCE:  TIMSS 2019 G4"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","32.47","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","32.47","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","2014","32.47","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2014","39.14","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2014","39.14","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, male (%)","2014","39.14","SOURCE:  The Health Behaviour in School-aged Children (HBSC)"
"SDG: Europe","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","76.90","SOURCE:  PIRLS 2016"
"SDG: Europe and Northern America","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","76.90","SOURCE:  PIRLS 2016"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2016","76.90","SOURCE:  PIRLS 2016"
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","56.09","SOURCE:  TIMSS 2019 G4"
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","56.09","SOURCE:  TIMSS 2019 G4"
"SDG: Western Asia","Azerbaijan","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","2019","56.09","SOURCE:  TIMSS 2019 G4"
"SDG: Landlocked Developing Countries","Azerbaijan","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","48.09","SOURCE:  PIRLS 2016"
"SDG: Northern Africa and Western Asia","Azerbaijan","4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, female (%)","2016","48.09","SOURCE:  PIRLS 2016"
