"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2017","44.17",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2017","44.17",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","42.86",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","42.86",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","42.86",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","42.86",""
"SDG: Least Developed Countries","Angola","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","31.46",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","31.46",""
"SDG: Least Developed Countries","Angola","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","64.67",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","64.67",""
"SDG: Latin America and the Caribbean","Anguilla","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","26.43","SOURCE:  Department of Education End of Year Report 2014-2015 (http://www.gov.ai/document_library.php?filter=dept&id=28)"
"SDG: Small Island Developing States","Anguilla","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","26.43","SOURCE:  Department of Education End of Year Report 2014-2015 (http://www.gov.ai/document_library.php?filter=dept&id=28)"
"SDG: Latin America and the Caribbean","Anguilla","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","28.35","SOURCE:  Department of Education End of Year Report 2014-2015 (http://www.gov.ai/document_library.php?filter=dept&id=28)"
"SDG: Small Island Developing States","Anguilla","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","28.35","SOURCE:  Department of Education End of Year Report 2014-2015 (http://www.gov.ai/document_library.php?filter=dept&id=28)"
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","19.86",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","19.86",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","19.86",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2013","18.36",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2013","18.36",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2013","18.36",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2015","16.47",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2015","16.47",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2015","16.47",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","28.03",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","28.03",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","28.03",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2013","14.27",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2013","14.27",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2013","14.27",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2017","21.33",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2017","21.33",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2017","21.33",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2016","22.67",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2016","22.67",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2016","22.67",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2015","12.81",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2015","12.81",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2015","12.81",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2018","21.02",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2018","21.02",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2018","21.02",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2017","14.26",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2017","14.26",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2017","14.26",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","14.82",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","14.82",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","14.82",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2014","13.43",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2014","13.43",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2014","13.43",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2017","10.63",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2017","10.63",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2017","10.63",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2021","11.09",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2021","11.09",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2021","11.09",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2021","64.13",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2021","64.13",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2021","64.13",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","26.11",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","26.11",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","26.11",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","11.44",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","11.44",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","11.44",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2014","17.95",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2014","17.95",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2014","17.95",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2021","20.24",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2021","20.24",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2021","20.24",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","24.67",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","24.67",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","24.67",""
"SDG: Europe","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","19.39",""
"SDG: Europe and Northern America","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","19.39",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","19.39",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","9.52",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","9.52",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","9.52",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2017","10.50",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2017","10.50",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2017","10.50",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2016","10.07",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2016","10.07",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2016","10.07",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","9.33",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","9.33",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","9.33",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2021","10.02",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2021","10.02",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2021","10.02",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","10.33",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","10.33",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","10.33",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","10.52",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","10.52",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","10.52",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2018","10.50",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2018","10.50",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2018","10.50",""
"SDG: Europe","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","9.94",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","9.94",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","9.94",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2019","13.23",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2019","13.23",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2020","7.46",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2020","7.46",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","18.76",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","18.76",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","16.07",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2013","16.07",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2020","12.83",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2020","12.83",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2022","19.19",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2022","19.19",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","18.93",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2014","18.93",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","13.58",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2016","13.58",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2022","6.54",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2022","6.54",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","18.60",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","18.60",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2019","8.03",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2019","8.03",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2015","16.55",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2015","16.55",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2022","11.90",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2022","11.90",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","6.33",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2016","6.33",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","23.62",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2015","23.62",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","19.20",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","19.20",""
"SDG: Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2020","19.20",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2020","15.58",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2020","15.58",""
"SDG: Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2020","15.58",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2021","16.13",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2021","16.13",""
"SDG: Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2021","16.13",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","21.40",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","21.40",""
"SDG: Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in primary education (headcount basis)","2019","21.40",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","12.03",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","12.03",""
"SDG: Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in lower secondary (headcount basis)","2018","12.03",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2018","4.46",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2018","4.46",""
"SDG: Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2018","4.46",""
"SDG: Landlocked Developing Countries","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2021","6.82",""
"SDG: Northern Africa and Western Asia","Armenia","4.c","4.c.4","Pupil-qualified teacher ratio in upper secondary (headcount basis)","2021","6.82",""
