"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Central and Southern Asia","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","17.20",""
"SDG: Landlocked Developing Countries","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","17.20",""
"SDG: Least Developed Countries","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","17.20",""
"SDG: Southern Asia","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","17.20",""
"SDG: Central and Southern Asia","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2017","11.11",""
"SDG: Landlocked Developing Countries","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2017","11.11",""
"SDG: Least Developed Countries","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2017","11.11",""
"SDG: Southern Asia","Afghanistan","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2017","11.11",""
"SDG: Least Developed Countries","Angola","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","53.29","QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Angola","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","53.29","QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Least Developed Countries","Angola","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","55.15","QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Sub-Saharan Africa","Angola","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","55.15","QUALIFIER: This data point is a NATIONAL ESTIMATE."
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2019","1.01",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2019","1.01",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2011","1.19",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2011","1.19",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","0.64",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","0.64",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2019","0.28",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2019","0.28",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2019","0.68",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2019","0.68",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2011","1.36",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2011","1.36",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2011","1.32",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2011","1.32",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","1.45",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","1.45",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2019","0.96",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2019","0.96",""
"SDG: Latin America and the Caribbean","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2011","1.17",""
"SDG: Small Island Developing States","Anguilla","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2011","1.17",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2011","3.93",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2011","3.93",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2011","3.93",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2012","2.98",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2012","2.98",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2012","2.98",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","3.10",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","3.10",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2014","3.10",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2015","4.32",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2015","4.32",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2015","4.32",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2021","2.34",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2021","2.34",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2021","2.34",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2014","4.56",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2014","4.56",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2014","4.56",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2020","2.63",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2020","2.63",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2020","2.63",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2021","3.29",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2021","3.29",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2021","3.29",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","3.26",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","3.26",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2010","3.26",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2011","3.02",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2011","3.02",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2011","3.02",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2019","2.57",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2019","2.57",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2019","2.57",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2019","3.05",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2019","3.05",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2019","3.05",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2015","2.82",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2015","2.82",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2015","2.82",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2010","5.24",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2010","5.24",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2010","5.24",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","2.58",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","2.58",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2010","2.58",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2014","1.89",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2014","1.89",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2014","1.89",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2018","2.65",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2018","2.65",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2018","2.65",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2017","2.61",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2017","2.61",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2017","2.61",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2016","2.60",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2016","2.60",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)","2016","2.60",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2020","1.91",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2020","1.91",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2020","1.91",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2017","3.82",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2017","3.82",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2017","3.82",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2013","2.27",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2013","2.27",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2013","2.27",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2021","2.48",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2021","2.48",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2021","2.48",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2013","4.57",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2013","4.57",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2013","4.57",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2020","3.64",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2020","3.64",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)","2020","3.64",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2016","1.86",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2016","1.86",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2016","1.86",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2018","2.39",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2018","2.39",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2018","2.39",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2019","1.98",""
"SDG: Europe and Northern America","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2019","1.98",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)","2019","1.98",""
"SDG: Europe","Albania","4.1","4.1.5","Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)","2014","2.59",""
