"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe and Northern America","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, male (%)","2021","59.14",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, male (%)","2021","59.14",""
"SDG: Europe","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2020","60.35",""
"SDG: Europe and Northern America","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2020","60.35",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2020","60.35",""
"SDG: Europe","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2020","47.18",""
"SDG: Europe and Northern America","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2020","47.18",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2020","47.18",""
"SDG: Europe","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2018","59.39",""
"SDG: Europe and Northern America","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2018","59.39",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2018","59.39",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2020","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2019","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2018","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2017","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2016","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2012","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2012","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2020","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2020","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2020","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2015","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2015","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2015","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2014","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2014","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2014","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2010","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2010","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2021","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2011","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2011","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2010","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2010","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2012","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2012","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2010","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2010","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2016","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2016","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2016","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2018","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2018","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2018","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2011","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2011","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2013","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2013","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2013","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2010","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2010","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2010","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2013","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2013","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2013","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2011","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2011","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2012","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2012","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2011","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2011","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2011","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2014","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2014","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2014","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2017","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2017","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2017","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2019","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2019","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2019","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2015","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2015","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2015","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2012","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2012","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2012","100.00",""
"SDG: Europe","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2021","100.00",""
"SDG: Europe and Northern America","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Andorra","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2021","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2015","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2015","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2013","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2013","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2014","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2014","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2015","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2015","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, male (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, male (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, male (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2022","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2022","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2016","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2016","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2012","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2012","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2019","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2019","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2015","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)","2015","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2020","100.00",""
"SDG: Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in primary education, female (%)","2020","100.00",""
"SDG: Northern Africa and Western Asia","United Arab Emirates","4.c","4.c.1","Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)","2019","100.00",""
