"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Latin America and the Caribbean","Argentina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","97.17","SOURCE:  PISA 2018"
"SDG: Latin America and the Caribbean","Argentina","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2013","98.36","SOURCE:  LLECE 2013 G6"
"SDG: Latin America and the Caribbean","Argentina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","95.94","SOURCE:  PISA 2018"
"SDG: Landlocked Developing Countries","Armenia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2016","96.67","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","Armenia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2016","96.67","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","Armenia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2016","96.67","SOURCE:  TIMSS 2015 G8"
"SDG: Landlocked Developing Countries","Armenia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2016","96.30","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","Armenia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2016","96.30","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","Armenia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2016","96.30","SOURCE:  TIMSS 2015 G8"
"SDG: Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2019","91.82","SOURCE:  TIMSS 2019 G8"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2019","91.82","SOURCE:  TIMSS 2019 G8"
"SDG: Oceania","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2019","91.82","SOURCE:  TIMSS 2019 G8"
"SDG: Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","87.03","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","87.03","SOURCE:  PISA 2018"
"SDG: Oceania","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","87.03","SOURCE:  PISA 2018"
"SDG: Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","90.49","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","90.49","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Oceania","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","90.49","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","86.43","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","86.43","SOURCE:  PISA 2018"
"SDG: Oceania","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","86.43","SOURCE:  PISA 2018"
"SDG: Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","90.97","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","90.97","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Oceania","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","90.97","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2019","90.64","SOURCE:  TIMSS 2019 G8"
"SDG: Europe, Northern America, Australia and New Zealand","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2019","90.64","SOURCE:  TIMSS 2019 G8"
"SDG: Oceania","Australia","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2019","90.64","SOURCE:  TIMSS 2019 G8"
"SDG: Europe","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","80.04","SOURCE:  PISA 2015"
"SDG: Europe and Northern America","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","80.04","SOURCE:  PISA 2015"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","80.04","SOURCE:  PISA 2015"
"SDG: Europe","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","78.73","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","78.73","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","78.73","SOURCE:  PISA 2018"
"SDG: Europe","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","80.30","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","80.30","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","80.30","SOURCE:  PISA 2018"
"SDG: Europe","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","82.31","SOURCE:  PISA 2015"
"SDG: Europe and Northern America","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","82.31","SOURCE:  PISA 2015"
"SDG: Europe, Northern America, Australia and New Zealand","Austria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","82.31","SOURCE:  PISA 2015"
"SDG: Landlocked Developing Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","3.40","SOURCE:  PASEC 2014 G6"
"SDG: Least Developed Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","3.40","SOURCE:  PASEC 2014 G6"
"SDG: Sub-Saharan Africa","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","3.40","SOURCE:  PASEC 2014 G6"
"SDG: Landlocked Developing Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","4.51","SOURCE:  PASEC 2019 G6"
"SDG: Least Developed Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","4.51","SOURCE:  PASEC 2019 G6"
"SDG: Sub-Saharan Africa","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","4.51","SOURCE:  PASEC 2019 G6"
"SDG: Landlocked Developing Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","3.58","SOURCE:  PASEC 2019 G6"
"SDG: Least Developed Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","3.58","SOURCE:  PASEC 2019 G6"
"SDG: Sub-Saharan Africa","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","3.58","SOURCE:  PASEC 2019 G6"
"SDG: Landlocked Developing Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","2.62","SOURCE:  PASEC 2014 G6"
"SDG: Least Developed Countries","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","2.62","SOURCE:  PASEC 2014 G6"
"SDG: Sub-Saharan Africa","Burundi","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","2.62","SOURCE:  PASEC 2014 G6"
"SDG: Europe","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","82.85","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","82.85","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","82.85","SOURCE:  PISA 2018"
"SDG: Europe","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","83.51","SOURCE:  PISA 2015"
"SDG: Europe and Northern America","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","83.51","SOURCE:  PISA 2015"
"SDG: Europe, Northern America, Australia and New Zealand","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","83.51","SOURCE:  PISA 2015"
"SDG: Europe","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","82.07","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","82.07","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","82.07","SOURCE:  PISA 2018"
"SDG: Europe","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","83.28","SOURCE:  PISA 2015"
"SDG: Europe and Northern America","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","83.28","SOURCE:  PISA 2015"
"SDG: Europe, Northern America, Australia and New Zealand","Belgium","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","83.28","SOURCE:  PISA 2015"
"SDG: Least Developed Countries","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","5.39","SOURCE:  PASEC 2014 G6"
"SDG: Sub-Saharan Africa","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","5.39","SOURCE:  PASEC 2014 G6"
"SDG: Least Developed Countries","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","4.55","SOURCE:  PASEC 2014 G6"
"SDG: Sub-Saharan Africa","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","4.55","SOURCE:  PASEC 2014 G6"
"SDG: Least Developed Countries","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","15.40","SOURCE:  PASEC 2019 G6"
"SDG: Sub-Saharan Africa","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","15.40","SOURCE:  PASEC 2019 G6"
"SDG: Least Developed Countries","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","15.04","SOURCE:  PASEC 2019 G6"
"SDG: Sub-Saharan Africa","Benin","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","15.04","SOURCE:  PASEC 2019 G6"
"SDG: Landlocked Developing Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","9.42","SOURCE:  PASEC 2019 G6"
"SDG: Least Developed Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","9.42","SOURCE:  PASEC 2019 G6"
"SDG: Sub-Saharan Africa","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2019","9.42","SOURCE:  PASEC 2019 G6"
"SDG: Landlocked Developing Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","9.42","SOURCE:  PASEC 2019 G6"
"SDG: Least Developed Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","9.42","SOURCE:  PASEC 2019 G6"
"SDG: Sub-Saharan Africa","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2019","9.42","SOURCE:  PASEC 2019 G6"
"SDG: Landlocked Developing Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","4.92","SOURCE:  PASEC 2014 G6"
"SDG: Least Developed Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","4.92","SOURCE:  PASEC 2014 G6"
"SDG: Sub-Saharan Africa","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)","2014","4.92","SOURCE:  PASEC 2014 G6"
"SDG: Landlocked Developing Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","6.78","SOURCE:  PASEC 2014 G6"
"SDG: Least Developed Countries","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","6.78","SOURCE:  PASEC 2014 G6"
"SDG: Sub-Saharan Africa","Burkina Faso","4.5","4.5.2","Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)","2014","6.78","SOURCE:  PASEC 2014 G6"
"SDG: Europe","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","89.80","SOURCE:  PISA 2015"
"SDG: Europe and Northern America","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","89.80","SOURCE:  PISA 2015"
"SDG: Europe, Northern America, Australia and New Zealand","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","89.80","SOURCE:  PISA 2015"
"SDG: Europe","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","92.84","SOURCE:  PISA 2015"
"SDG: Europe and Northern America","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","92.84","SOURCE:  PISA 2015"
"SDG: Europe, Northern America, Australia and New Zealand","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","92.84","SOURCE:  PISA 2015"
"SDG: Europe","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","88.10","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","88.10","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","88.10","SOURCE:  PISA 2018"
"SDG: Europe","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","86.15","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","86.15","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Bulgaria","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","86.15","SOURCE:  PISA 2018"
"SDG: Northern Africa and Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","73.80","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","73.80","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2019","72.64","SOURCE:  TIMSS 2019 G8"
"SDG: Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2019","72.64","SOURCE:  TIMSS 2019 G8"
"SDG: Northern Africa and Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","74.43","SOURCE:  TIMSS 2015 G8"
"SDG: Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","74.43","SOURCE:  TIMSS 2015 G8"
"SDG: Northern Africa and Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2019","75.92","SOURCE:  TIMSS 2019 G8"
"SDG: Western Asia","Bahrain","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2019","75.92","SOURCE:  TIMSS 2019 G8"
"SDG: Europe","Bosnia and Herzegovina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","93.99","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Bosnia and Herzegovina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","93.99","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Bosnia and Herzegovina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","93.99","SOURCE:  PISA 2018"
"SDG: Europe","Bosnia and Herzegovina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","93.12","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Bosnia and Herzegovina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","93.12","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Bosnia and Herzegovina","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","93.12","SOURCE:  PISA 2018"
"SDG: Europe","Belarus","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","95.50","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Belarus","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","95.50","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Belarus","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","95.50","SOURCE:  PISA 2018"
"SDG: Europe","Belarus","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","95.93","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Belarus","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","95.93","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Belarus","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","95.93","SOURCE:  PISA 2018"
"SDG: Latin America and the Caribbean","Brazil","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","98.40","SOURCE:  PISA 2018"
"SDG: Latin America and the Caribbean","Brazil","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","98.90","SOURCE:  PISA 2015"
"SDG: Latin America and the Caribbean","Brazil","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","98.53","SOURCE:  PISA 2018"
"SDG: Latin America and the Caribbean","Brazil","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","98.46","SOURCE:  PISA 2015"
"SDG: Eastern and South-Eastern Asia","Brunei Darussalam","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","10.21","SOURCE:  PISA 2018"
"SDG: South-Eastern Asia","Brunei Darussalam","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","10.21","SOURCE:  PISA 2018"
"SDG: Eastern and South-Eastern Asia","Brunei Darussalam","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","12.07","SOURCE:  PISA 2018"
"SDG: South-Eastern Asia","Brunei Darussalam","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","12.07","SOURCE:  PISA 2018"
"SDG: Landlocked Developing Countries","Botswana","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","12.91","SOURCE:  TIMSS 2015 G8"
"SDG: Sub-Saharan Africa","Botswana","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","12.91","SOURCE:  TIMSS 2015 G8"
"SDG: Landlocked Developing Countries","Botswana","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","12.33","SOURCE:  TIMSS 2015 G8"
"SDG: Sub-Saharan Africa","Botswana","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","12.33","SOURCE:  TIMSS 2015 G8"
"SDG: Europe and Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","79.08","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","79.08","SOURCE:  PISA 2018"
"SDG: Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2018","79.08","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","78.88","SOURCE:  PISA 2018"
"SDG: Europe, Northern America, Australia and New Zealand","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","78.88","SOURCE:  PISA 2018"
"SDG: Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2018","78.88","SOURCE:  PISA 2018"
"SDG: Europe and Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","84.14","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Europe, Northern America, Australia and New Zealand","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","84.14","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","2015","84.14","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
"SDG: Europe and Northern America","Canada","4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","2015","84.43","SOURCE:  avg. of PISA 2015 and TIMSS 2015 8th grade"
