"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2018","74.78",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2018","74.78",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2018","74.78",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2018","74.78",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","77.20",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","77.20",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","77.20",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","77.20",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","84.73",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","84.73",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","84.73",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","84.73",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","66.15",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","66.15",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","66.15",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","66.15",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2018","75.10",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2018","75.10",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2018","75.10",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2018","75.10",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","71.86",""
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","71.86",""
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","71.86",""
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","71.86",""
"SDG: Central and Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","86.62","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Landlocked Developing Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","86.62","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Least Developed Countries","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","86.62","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Southern Asia","Afghanistan","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","86.62","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","63.00",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","63.00",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","42.31",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","42.31",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2016","70.99",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2016","70.99",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2016","31.70",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2016","31.70",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","71.00",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","71.00",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2015","42.64",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2015","42.64",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2016","63.00",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2016","63.00",""
"SDG: Least Developed Countries","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2016","71.00",""
"SDG: Sub-Saharan Africa","Angola","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2016","71.00",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2015","58.78",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2015","58.78",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2015","58.78",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","83.50",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","83.50",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2016","83.50",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2013","82.13",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2013","82.13",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2013","82.13",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2013","95.03",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2013","95.03",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2013","95.03",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2016","95.75",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2016","95.75",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2016","95.75",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2021","100.00",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2021","100.00",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2021","100.00",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2015","89.82",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2015","89.82",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2015","89.82",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2019","88.09",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2019","88.09",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2019","88.09",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","94.95",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","94.95",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2015","94.95",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2021","90.36",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2021","90.36",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2021","90.36",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","96.67",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","96.67",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2016","96.67",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2015","99.02",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2015","99.02",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2015","99.02",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2021","18.73",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2021","18.73",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2021","18.73",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2021","20.03",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2021","20.03",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, female (%)","2021","20.03",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2020","84.81",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2020","84.81",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2020","84.81",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2017","96.49",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2017","96.49",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2017","96.49",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","87.48",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","87.48",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2017","87.48",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2014","88.30",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2014","88.30",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2014","88.30",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2015","96.30",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2015","96.30",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2015","96.30",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2016","62.52",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2016","62.52",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2016","62.52",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2021","52.03",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2021","52.03",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2021","52.03",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2018","84.11",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2018","84.11",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2018","84.11",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","96.61",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","96.61",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2017","96.61",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2014","96.05",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2014","96.05",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in upper secondary education, male (%)","2014","96.05",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2013","73.22",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2013","73.22",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2013","73.22",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2015","78.57",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2015","78.57",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, female (%)","2015","78.57",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2013","42.79",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2013","42.79",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2013","42.79",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2014","93.68",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2014","93.68",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, female (%)","2014","93.68",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2016","92.62",""
"SDG: Europe and Northern America","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2016","92.62",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.c","4.c.3","Percentage of qualified teachers in lower secondary education, male (%)","2016","92.62",""
"SDG: Europe","Albania","4.c","4.c.3","Percentage of qualified teachers in primary education, male (%)","2018","80.82",""
