"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2021","9.07",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2021","9.07",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2021","9.07",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, male (%)","2015","13.54",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, male (%)","2015","13.54",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, male (%)","2015","13.54",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2015","15.70",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2015","15.70",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2015","15.70",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2010","13.11",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2010","13.11",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2010","13.11",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2015","3.70",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2015","3.70",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2015","3.70",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","2021","6.40",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","2021","6.40",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","2021","6.40",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2015","9.96",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2015","9.96",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2015","9.96",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","2012","6.38",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","2012","6.38",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","2012","6.38",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2016","4.35","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2016","4.35","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2016","4.35","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2013","10.26",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2013","10.26",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2013","10.26",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2016","5.90","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2016","5.90","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2016","5.90","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2021","18.54",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2021","18.54",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2021","18.54",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2013","5.60","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2013","5.60","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2013","5.60","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2017","0.00","Magnitude nil"
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2017","0.00","Magnitude nil"
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2017","0.00","Magnitude nil"
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2020","1.30",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2020","1.30",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2020","1.30",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2011","12.03",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2011","12.03",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2011","12.03",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2014","6.99",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2014","6.99",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2014","6.99",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, male (%)","2016","5.45",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, male (%)","2016","5.45",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, male (%)","2016","5.45",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2018","0.55",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2018","0.55",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, female (%)","2018","0.55",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2013","6.11",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2013","6.11",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children of primary school age, male (%)","2013","6.11",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2019","5.73",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2019","5.73",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2019","5.73",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2016","2.96",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2016","2.96",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for children one year younger than official primary entry age, female (%)","2016","2.96",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2016","14.82","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2016","14.82","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2016","14.82","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2019","14.85",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2019","14.85",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2019","14.85",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2020","5.48",""
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2020","5.48",""
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, male (%)","2020","5.48",""
"SDG: Europe","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2017","12.73","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe and Northern America","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2017","12.73","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Europe, Northern America, Australia and New Zealand","Albania","4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, female (%)","2017","12.73","QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
